2025-08-01 15:15:01.919 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [dddb71ecaf82456dae3c79478671dbea], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: False, group: (null)]
2025-08-01 15:30:22.409 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 15:34:37.349 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-01 15:34:37.349 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 15:34:44.040 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-01 15:34:44.040 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.disable], Result: [granted: False, group: (null)]
2025-08-01 15:34:44.040 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.prototyping], Result: [granted: False, group: (null)]
2025-08-01 15:34:44.040 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-08-01 15:34:44.040 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-08-01 15:34:44.040 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.time-limited-license], Result: [granted: False, group: (null)]
2025-08-01 15:34:44.040 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-08-01 15:34:44.040 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 15:36:45.180 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-01 15:36:45.180 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 15:36:51.454 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-01 15:36:51.454 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.disable], Result: [granted: False, group: (null)]
2025-08-01 15:36:51.454 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.prototyping], Result: [granted: False, group: (null)]
2025-08-01 15:36:51.454 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-08-01 15:36:51.454 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-08-01 15:36:51.454 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.time-limited-license], Result: [granted: False, group: (null)]
2025-08-01 15:36:51.455 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-08-01 15:36:51.455 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 15:39:43.612 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-01 15:39:43.613 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 15:39:52.211 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-01 15:39:52.211 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.disable], Result: [granted: False, group: (null)]
2025-08-01 15:39:52.211 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.prototyping], Result: [granted: False, group: (null)]
2025-08-01 15:39:52.211 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-08-01 15:39:52.211 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-08-01 15:39:52.211 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.time-limited-license], Result: [granted: False, group: (null)]
2025-08-01 15:39:52.211 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-08-01 15:39:52.211 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 15:40:56.000 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-01 15:40:56.000 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 15:41:09.106 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-01 15:41:09.106 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.disable], Result: [granted: False, group: (null)]
2025-08-01 15:41:09.106 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.prototyping], Result: [granted: False, group: (null)]
2025-08-01 15:41:09.106 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2025-08-01 15:41:09.106 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2025-08-01 15:41:09.106 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.time-limited-license], Result: [granted: False, group: (null)]
2025-08-01 15:41:09.106 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2025-08-01 15:41:09.106 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [e7c15ed47aa54d66bb9d2d292946a6a4], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 17:14:57.179 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [dddb71ecaf82456dae3c79478671dbea], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 19:14:59.731 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [dddb71ecaf82456dae3c79478671dbea], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 21:14:46.252 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [dddb71ecaf82456dae3c79478671dbea], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-01 23:13:52.965 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [dddb71ecaf82456dae3c79478671dbea], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:05:48.945 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:05:49.814 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.xlts], Result: [granted: False, group: (null)]
2025-08-02 20:05:49.814 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.u7-alpha], Result: [granted: False, group: (null)]
2025-08-02 20:05:49.846 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.xlts], Result: [granted: False, group: (null)]
2025-08-02 20:05:49.846 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.access.u7-alpha], Result: [granted: False, group: (null)]
2025-08-02 20:05:50.006 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:05:59.212 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:05:59.229 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:05:59.727 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.headless], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:05:59.759 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:05:59.829 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-02 20:05:59.829 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:01.412 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:01.428 User Agent: [Hub 3.13.0], Protocol version: [1.17], Session Id: [3b84645ebd2c4dcd9df018e04dc2ae81], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:01.595 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [a5570d2cd8a74af6a66bb35f46cb94ef], Licensed Package: False, Entitlement requested: [com.unity.editor.headless], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:01.595 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [a5570d2cd8a74af6a66bb35f46cb94ef], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:01.619 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [a5570d2cd8a74af6a66bb35f46cb94ef], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2025-08-02 20:06:01.619 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [a5570d2cd8a74af6a66bb35f46cb94ef], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 9071096487907-UnityPersonal]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.2d.animation], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.2d.aseprite], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.2d.psdimporter], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.2d.sprite], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.2d.spriteshape], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap.extras], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.collab-proxy], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.ide.rider], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.ide.visualstudio], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.inputsystem], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.multiplayer.center], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.test-framework], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.995 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.timeline], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.ugui], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.visualscripting], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.accessibility], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.ai], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.androidjni], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.animation], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.assetbundle], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.audio], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.cloth], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.director], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.imageconversion], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.imgui], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.jsonserialize], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.particlesystem], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.physics], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.physics2d], Result: [granted: True, group: (null)]
2025-08-02 20:06:06.996 User Agent: [UnityEditor/6000.1.14f1 (Linux; U; Linux 6.1; en_US)], Protocol version: [1.16.2], Session Id: [8227a39ace0549a2908500b3e28d7a70], Licensed Package: False, Entitlement requested: [com.unity.modules.screencapture], Result: [granted: True, group: (null)]
